username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
EmmanuelMacron;2017-01-19 11:24;307;356;"Ce mouvement est inédit dans la Cinquième République. #LaMajoritéEnMarche pic.twitter.com/rZc2ahHAqM";;;#LaMajorit;"822026950965346304";https://twitter.com/EmmanuelMacron/status/822026950965346304
EmmanuelMacron;2017-01-17 18:22;465;678;"Les ralliements que nous devons chercher, ce sont les ralliements de chacune et chacun des Français. pic.twitter.com/K9Ci4dsrNO";;;;"821407341455126528";https://twitter.com/EmmanuelMacron/status/821407341455126528
EmmanuelMacron;2017-01-17 14:59;318;536;"Nous devons construire une stratégie de long terme pour exploiter la mer dans le respect de l'environnement. pic.twitter.com/VYtlhQWOdO";;;;"821356241700196352";https://twitter.com/EmmanuelMacron/status/821356241700196352
EmmanuelMacron;2017-01-17 10:47;245;524;"Ce matin, avec la France qui se lève (très) tôt au Port du Guilvinec ! pic.twitter.com/Y2K402wrMu";;;;"821292747034415105";https://twitter.com/EmmanuelMacron/status/821292747034415105
EmmanuelMacron;2017-01-16 22:17;203;258;"Cette révolution en marche, c'est la vôtre ! Adhérez ➜ http:// bit.ly/j-adhere #MacronQuimper pic.twitter.com/zFRwuhtmXX";;;#MacronQuimper;"821104137693724673";https://twitter.com/EmmanuelMacron/status/821104137693724673
EmmanuelMacron;2017-01-16 22:06;287;418;"Nous sommes les seuls à porter le projet européen et nous le ferons avec fierté. #MacronQuimper pic.twitter.com/8uCJuYYJfy";;;#MacronQuimper;"821101265916674049";https://twitter.com/EmmanuelMacron/status/821101265916674049
EmmanuelMacron;2017-01-16 21:49;147;214;"Imaginerait-on le Guilvinec ou Lorient sans leurs bateaux de pêche et sans leurs pêcheurs ? #MacronQuimper pic.twitter.com/bYax63SLh0";;;#MacronQuimper;"821097125064876036";https://twitter.com/EmmanuelMacron/status/821097125064876036
EmmanuelMacron;2017-01-16 21:47;329;309;"C’est le devoir de l’Europe de protéger ses agriculteurs avec des vrais mécanismes de régulation en cas de crise. #MacronQuimper pic.twitter.com/u0GiXyepjy";;;#MacronQuimper;"821096554387869697";https://twitter.com/EmmanuelMacron/status/821096554387869697
EmmanuelMacron;2017-01-16 21:44;243;286;"Je veux permettre un droit à l’erreur en particulier pour les exploitants agricoles, pour accompagner au lieu de sanctionner. #MacronQuimper pic.twitter.com/AxFNwn5cmz";;;#MacronQuimper;"821095773052014592";https://twitter.com/EmmanuelMacron/status/821095773052014592
EmmanuelMacron;2017-01-16 21:41;386;380;"On parle toujours d’investissement pour les start-up. La France d'avenir, c’est aussi la transformation du secteur agricole. #MacronQuimper pic.twitter.com/pzjqXhywYU";;;#MacronQuimper;"821094968576114689";https://twitter.com/EmmanuelMacron/status/821094968576114689
EmmanuelMacron;2017-01-16 21:40;176;190;"Avoir des prix qui rémunèrent le travail des agriculteurs en France. #MacronQuimper pic.twitter.com/YkjWPIfb9g";;;#MacronQuimper;"821094704678895616";https://twitter.com/EmmanuelMacron/status/821094704678895616
EmmanuelMacron;2017-01-16 21:31;118;161;"L’agriculture n’est pas seulement l’affaire des agriculteurs. #MacronQuimper pic.twitter.com/hTG4naUKcU";;;#MacronQuimper;"821092536571875328";https://twitter.com/EmmanuelMacron/status/821092536571875328
